,Dataset,Task,Region,Predicted vs. Observed Evoked Responses
1849,MDTB,Rules,7Networks_LH_SalVentAttn_Med_1,0.12066585950865157
1850,MDTB,Rules,7Networks_LH_SalVentAttn_Med_2,0.03997330015459032
1851,MDTB,Rules,7Networks_LH_SalVentAttn_Med_3,0.06107061935598216
1852,MDTB,Rules,7Networks_LH_SalVentAttn_PFCl_1,0.017370603484684725
1853,MDTB,Rules,7Networks_LH_SalVentAttn_ParOper_1,0.0331020455097933
1854,MDTB,Rules,7Networks_LH_SomMot_1,0.05594990666704628
1855,MDTB,Rules,7Networks_LH_SomMot_2,0.008768348272233304
1856,MDTB,Rules,7Networks_LH_SomMot_3,-0.009881579903142907
1857,MDTB,Rules,7Networks_LH_SomMot_4,-0.013669956393981022
1858,MDTB,Rules,7Networks_LH_SomMot_5,-0.07001822674979652
1859,MDTB,Rules,7Networks_LH_SomMot_6,-0.010804643290962765
1860,MDTB,Rules,7Networks_LH_Vis_1,0.05676974291538504
1861,MDTB,Rules,7Networks_LH_Vis_2,0.22399421998201025
1862,MDTB,Rules,7Networks_LH_Vis_3,0.24479040535472713
1863,MDTB,Rules,7Networks_LH_Vis_4,0.17671090691792152
1864,MDTB,Rules,7Networks_LH_Vis_5,0.16676198938959855
1865,MDTB,Rules,7Networks_LH_Vis_6,0.16452325473415477
1866,MDTB,Rules,7Networks_LH_Vis_7,0.3490699578536586
1867,MDTB,Rules,7Networks_LH_Vis_8,0.30155811065187554
1868,MDTB,Rules,7Networks_LH_Vis_9,0.23819659004621233
1869,MDTB,Rules,7Networks_RH_Cont_Cing_1,0.20932081437108468
1870,MDTB,Rules,7Networks_RH_Cont_PFCl_1,0.13535878869549814
1871,MDTB,Rules,7Networks_RH_Cont_PFCl_2,0.09513232324529348
1872,MDTB,Rules,7Networks_RH_Cont_PFCl_3,0.09905387718957873
1873,MDTB,Rules,7Networks_RH_Cont_PFCl_4,0.07717654992507894
1874,MDTB,Rules,7Networks_RH_Cont_PFCmp_1,0.1930455408059971
1875,MDTB,Rules,7Networks_RH_Cont_Par_1,0.041092237771911455
1876,MDTB,Rules,7Networks_RH_Cont_Par_2,0.077973645332248
1877,MDTB,Rules,7Networks_RH_Cont_pCun_1,0.2006267124231899
1878,MDTB,Rules,7Networks_RH_Default_PFCdPFCm_1,-0.00886904308246968
1879,MDTB,Rules,7Networks_RH_Default_PFCdPFCm_2,0.034365795352558445
1880,MDTB,Rules,7Networks_RH_Default_PFCdPFCm_3,0.011344768919915012
1881,MDTB,Rules,7Networks_RH_Default_PFCv_1,0.14490995943801027
1882,MDTB,Rules,7Networks_RH_Default_PFCv_2,0.0876655346406053
1883,MDTB,Rules,7Networks_RH_Default_Par_1,0.12840036245460856
1884,MDTB,Rules,7Networks_RH_Default_Temp_1,0.015322303771701287
1885,MDTB,Rules,7Networks_RH_Default_Temp_2,0.019727313468413183
1886,MDTB,Rules,7Networks_RH_Default_Temp_3,0.05171515754395624
1887,MDTB,Rules,7Networks_RH_Default_pCunPCC_1,-0.08190860365052766
1888,MDTB,Rules,7Networks_RH_Default_pCunPCC_2,0.007956610945902155
1889,MDTB,Rules,7Networks_RH_DorsAttn_FEF_1,-0.03864117590730588
1890,MDTB,Rules,7Networks_RH_DorsAttn_Post_1,0.3069927902301235
1891,MDTB,Rules,7Networks_RH_DorsAttn_Post_2,-0.01664553571239931
1892,MDTB,Rules,7Networks_RH_DorsAttn_Post_3,-0.06627061329195655
1893,MDTB,Rules,7Networks_RH_DorsAttn_Post_4,0.18972712820274337
1894,MDTB,Rules,7Networks_RH_DorsAttn_Post_5,0.10531905027880806
1895,MDTB,Rules,7Networks_RH_DorsAttn_PrCv_1,0.0010097525905436537
1896,MDTB,Rules,7Networks_RH_Limbic_OFC_1,0.006878993525754523
1897,MDTB,Rules,7Networks_RH_Limbic_TempPole_1,0.07842923058942755
1898,MDTB,Rules,7Networks_RH_SalVentAttn_FrOperIns_1,0.07220740638693782
1899,MDTB,Rules,7Networks_RH_SalVentAttn_Med_1,0.05079757060240414
1900,MDTB,Rules,7Networks_RH_SalVentAttn_Med_2,0.05294668632883809
1901,MDTB,Rules,7Networks_RH_SalVentAttn_TempOccPar_1,0.09573166199170279
1902,MDTB,Rules,7Networks_RH_SalVentAttn_TempOccPar_2,0.06754233763238779
1903,MDTB,Rules,7Networks_RH_SomMot_1,0.09407683293900457
1904,MDTB,Rules,7Networks_RH_SomMot_2,-0.00015592819684322247
1905,MDTB,Rules,7Networks_RH_SomMot_3,0.0026279598945438956
1906,MDTB,Rules,7Networks_RH_SomMot_4,0.015342858980768773
1907,MDTB,Rules,7Networks_RH_SomMot_5,-0.008214044024083758
1908,MDTB,Rules,7Networks_RH_SomMot_6,-0.04591540990624475
1909,MDTB,Rules,7Networks_RH_SomMot_7,0.019711346057983647
1910,MDTB,Rules,7Networks_RH_SomMot_8,-0.01819614534187223
1911,MDTB,Rules,7Networks_RH_Vis_1,0.22399235144964907
1912,MDTB,Rules,7Networks_RH_Vis_2,0.29393929851780753
1913,MDTB,Rules,7Networks_RH_Vis_3,0.3249291794172038
1914,MDTB,Rules,7Networks_RH_Vis_4,0.23866118359919083
1915,MDTB,Rules,7Networks_RH_Vis_5,0.1894069255449089
1916,MDTB,Rules,7Networks_RH_Vis_6,0.1694527088737416
1917,MDTB,Rules,7Networks_RH_Vis_7,0.38925776678344093
1918,MDTB,Rules,7Networks_RH_Vis_8,0.29298286748020247
1919,MDTB,Rules,Caudate,0.13607287274939656
1920,MDTB,Rules,Hippocampus,0.015303452845990051
1921,MDTB,Rules,Null Model,0.15032466032999925
1922,MDTB,Rules,Pallidus,0.09716326641029197
1923,MDTB,Rules,Putamen,0.11963642440043486
1924,MDTB,Rules,Thalamus,0.3528948143556892
1925,MDTB,Rules,Uniformed Evoked Model,-0.17545186041197733
1926,MDTB,SpatialImagery,7Networks_LH_Cont_Cing_1,-0.012521661260822705
1927,MDTB,SpatialImagery,7Networks_LH_Cont_PFCl_1,-0.0016034248533921944
1928,MDTB,SpatialImagery,7Networks_LH_Cont_Par_1,0.14469886396941994
1929,MDTB,SpatialImagery,7Networks_LH_Cont_pCun_1,0.09976925888043747
1930,MDTB,SpatialImagery,7Networks_LH_Default_PFC_1,0.012221579044211565
1931,MDTB,SpatialImagery,7Networks_LH_Default_PFC_2,0.037782798312669966
1932,MDTB,SpatialImagery,7Networks_LH_Default_PFC_3,-0.11607198425214603
1933,MDTB,SpatialImagery,7Networks_LH_Default_PFC_4,-0.0319084519090268
1934,MDTB,SpatialImagery,7Networks_LH_Default_PFC_5,-0.10632954571314468
1935,MDTB,SpatialImagery,7Networks_LH_Default_PFC_6,-0.07855237733487205
1936,MDTB,SpatialImagery,7Networks_LH_Default_PFC_7,-0.001084120638146632
1937,MDTB,SpatialImagery,7Networks_LH_Default_Par_1,0.06900638802340206
1938,MDTB,SpatialImagery,7Networks_LH_Default_Par_2,0.13454803912197483
1939,MDTB,SpatialImagery,7Networks_LH_Default_Temp_1,-0.03272441016071487
1940,MDTB,SpatialImagery,7Networks_LH_Default_Temp_2,0.007708516802527473
1941,MDTB,SpatialImagery,7Networks_LH_Default_pCunPCC_1,0.05336081000219438
1942,MDTB,SpatialImagery,7Networks_LH_Default_pCunPCC_2,-0.07938176278148946
1943,MDTB,SpatialImagery,7Networks_LH_DorsAttn_FEF_1,0.10290753851363571
1944,MDTB,SpatialImagery,7Networks_LH_DorsAttn_Post_1,0.05788711164654858
1945,MDTB,SpatialImagery,7Networks_LH_DorsAttn_Post_2,0.1430167734979417
1946,MDTB,SpatialImagery,7Networks_LH_DorsAttn_Post_3,0.46676932194589
1947,MDTB,SpatialImagery,7Networks_LH_DorsAttn_Post_4,0.1753398258143688
1948,MDTB,SpatialImagery,7Networks_LH_DorsAttn_Post_5,0.18509630285734105
1949,MDTB,SpatialImagery,7Networks_LH_DorsAttn_Post_6,0.2839630317659863
1950,MDTB,SpatialImagery,7Networks_LH_DorsAttn_PrCv_1,0.0653025446320009
1951,MDTB,SpatialImagery,7Networks_LH_Limbic_OFC_1,0.04888904685963099
1952,MDTB,SpatialImagery,7Networks_LH_Limbic_TempPole_1,0.19096136730802918
1953,MDTB,SpatialImagery,7Networks_LH_Limbic_TempPole_2,-0.024219306699923865
1954,MDTB,SpatialImagery,7Networks_LH_SalVentAttn_FrOperIns_1,0.2690306209591688
1955,MDTB,SpatialImagery,7Networks_LH_SalVentAttn_FrOperIns_2,0.22712981613000552
1956,MDTB,SpatialImagery,7Networks_LH_SalVentAttn_Med_1,0.21789250339812388
1957,MDTB,SpatialImagery,7Networks_LH_SalVentAttn_Med_2,0.3380174632916472
1958,MDTB,SpatialImagery,7Networks_LH_SalVentAttn_Med_3,0.07999840437239975
1959,MDTB,SpatialImagery,7Networks_LH_SalVentAttn_PFCl_1,-0.008980982123811963
1960,MDTB,SpatialImagery,7Networks_LH_SalVentAttn_ParOper_1,0.22557824541598862
1961,MDTB,SpatialImagery,7Networks_LH_SomMot_1,0.12111553953513225
1962,MDTB,SpatialImagery,7Networks_LH_SomMot_2,0.2923124504456928
1963,MDTB,SpatialImagery,7Networks_LH_SomMot_3,0.2937270704874998
1964,MDTB,SpatialImagery,7Networks_LH_SomMot_4,0.20956348998960697
1965,MDTB,SpatialImagery,7Networks_LH_SomMot_5,0.250320961237268
1966,MDTB,SpatialImagery,7Networks_LH_SomMot_6,0.27705439058165277
1967,MDTB,SpatialImagery,7Networks_LH_Vis_1,0.2473340635050412
1968,MDTB,SpatialImagery,7Networks_LH_Vis_2,0.35910798766763685
1969,MDTB,SpatialImagery,7Networks_LH_Vis_3,0.29951964193064384
1970,MDTB,SpatialImagery,7Networks_LH_Vis_4,-0.22972516356302214
1971,MDTB,SpatialImagery,7Networks_LH_Vis_5,0.05578305008878367
1972,MDTB,SpatialImagery,7Networks_LH_Vis_6,0.23505148641079512
1973,MDTB,SpatialImagery,7Networks_LH_Vis_7,0.35623775021942294
1974,MDTB,SpatialImagery,7Networks_LH_Vis_8,0.45584275168651006
1975,MDTB,SpatialImagery,7Networks_LH_Vis_9,0.2619371470908288
1976,MDTB,SpatialImagery,7Networks_RH_Cont_Cing_1,0.02644751625822188
1977,MDTB,SpatialImagery,7Networks_RH_Cont_PFCl_1,0.04753925906214895
1978,MDTB,SpatialImagery,7Networks_RH_Cont_PFCl_2,0.05810125728911427
1979,MDTB,SpatialImagery,7Networks_RH_Cont_PFCl_3,0.09293729260019527
1980,MDTB,SpatialImagery,7Networks_RH_Cont_PFCl_4,0.09719352742882108
1981,MDTB,SpatialImagery,7Networks_RH_Cont_PFCmp_1,0.11505293309873614
1982,MDTB,SpatialImagery,7Networks_RH_Cont_Par_1,0.18141769584393327
1983,MDTB,SpatialImagery,7Networks_RH_Cont_Par_2,0.07958762426042104
1984,MDTB,SpatialImagery,7Networks_RH_Cont_pCun_1,0.105585016542642
1985,MDTB,SpatialImagery,7Networks_RH_Default_PFCdPFCm_1,-0.06690640563785061
1986,MDTB,SpatialImagery,7Networks_RH_Default_PFCdPFCm_2,-0.088987451010596
1987,MDTB,SpatialImagery,7Networks_RH_Default_PFCdPFCm_3,0.013361891813974715
1988,MDTB,SpatialImagery,7Networks_RH_Default_PFCv_1,0.056723186548497784
1989,MDTB,SpatialImagery,7Networks_RH_Default_PFCv_2,0.09910287987657257
1990,MDTB,SpatialImagery,7Networks_RH_Default_Par_1,0.06127065998123269
1991,MDTB,SpatialImagery,7Networks_RH_Default_Temp_1,-0.0195596575476683
1992,MDTB,SpatialImagery,7Networks_RH_Default_Temp_2,0.2031287557931495
1993,MDTB,SpatialImagery,7Networks_RH_Default_Temp_3,0.11894460746187921
1994,MDTB,SpatialImagery,7Networks_RH_Default_pCunPCC_1,0.16285993526716014
1995,MDTB,SpatialImagery,7Networks_RH_Default_pCunPCC_2,-0.08598690522966694
1996,MDTB,SpatialImagery,7Networks_RH_DorsAttn_FEF_1,0.3357026473331365
1997,MDTB,SpatialImagery,7Networks_RH_DorsAttn_Post_1,0.3146638962203164
1998,MDTB,SpatialImagery,7Networks_RH_DorsAttn_Post_2,0.20189697595572995
1999,MDTB,SpatialImagery,7Networks_RH_DorsAttn_Post_3,0.27476434693894825
2000,MDTB,SpatialImagery,7Networks_RH_DorsAttn_Post_4,0.4630696247621066
2001,MDTB,SpatialImagery,7Networks_RH_DorsAttn_Post_5,0.34742966394876923
2002,MDTB,SpatialImagery,7Networks_RH_DorsAttn_PrCv_1,0.3379097997909261
2003,MDTB,SpatialImagery,7Networks_RH_Limbic_OFC_1,0.09220608385711541
2004,MDTB,SpatialImagery,7Networks_RH_Limbic_TempPole_1,0.14202955588921387
2005,MDTB,SpatialImagery,7Networks_RH_SalVentAttn_FrOperIns_1,0.2908623615439254
2006,MDTB,SpatialImagery,7Networks_RH_SalVentAttn_Med_1,0.21604359429936787
2007,MDTB,SpatialImagery,7Networks_RH_SalVentAttn_Med_2,0.22186020956840868
2008,MDTB,SpatialImagery,7Networks_RH_SalVentAttn_TempOccPar_1,0.1442991562574512
2009,MDTB,SpatialImagery,7Networks_RH_SalVentAttn_TempOccPar_2,0.2823401730081479
2010,MDTB,SpatialImagery,7Networks_RH_SomMot_1,0.12507798523981536
2011,MDTB,SpatialImagery,7Networks_RH_SomMot_2,0.10136156863480797
2012,MDTB,SpatialImagery,7Networks_RH_SomMot_3,0.21150934113524214
2013,MDTB,SpatialImagery,7Networks_RH_SomMot_4,0.14012478001187745
2014,MDTB,SpatialImagery,7Networks_RH_SomMot_5,0.10157540705241724
2015,MDTB,SpatialImagery,7Networks_RH_SomMot_6,0.0027764079561959855
2016,MDTB,SpatialImagery,7Networks_RH_SomMot_7,0.18153786245301767
2017,MDTB,SpatialImagery,7Networks_RH_SomMot_8,0.21203095888988277
2018,MDTB,SpatialImagery,7Networks_RH_Vis_1,0.2379335567801263
2019,MDTB,SpatialImagery,7Networks_RH_Vis_2,0.3998965675389603
2020,MDTB,SpatialImagery,7Networks_RH_Vis_3,0.32630198060970445
2021,MDTB,SpatialImagery,7Networks_RH_Vis_4,-0.20443551449885072
2022,MDTB,SpatialImagery,7Networks_RH_Vis_5,0.2852795848518107
2023,MDTB,SpatialImagery,7Networks_RH_Vis_6,0.1694720561328603
2024,MDTB,SpatialImagery,7Networks_RH_Vis_7,0.5236617864657085
2025,MDTB,SpatialImagery,7Networks_RH_Vis_8,0.3667908676244311
2026,MDTB,SpatialImagery,Caudate,0.010643845901182333
2027,MDTB,SpatialImagery,Hippocampus,0.18027193959204402
2028,MDTB,SpatialImagery,Null Model,0.06575207784088082
2029,MDTB,SpatialImagery,Pallidus,0.12870804255507792
2030,MDTB,SpatialImagery,Putamen,0.012388370100903883
2031,MDTB,SpatialImagery,Thalamus,0.33844694816703813
2032,MDTB,SpatialImagery,Uniformed Evoked Model,-0.0620096881830783
2033,MDTB,SpatialMap,7Networks_LH_Cont_Cing_1,0.038402093555016496
2034,MDTB,SpatialMap,7Networks_LH_Cont_PFCl_1,0.26073288536592987
2035,MDTB,SpatialMap,7Networks_LH_Cont_Par_1,0.03901784124620559
2036,MDTB,SpatialMap,7Networks_LH_Cont_pCun_1,0.35340153771778887
2037,MDTB,SpatialMap,7Networks_LH_Default_PFC_1,0.27582065606462647
2038,MDTB,SpatialMap,7Networks_LH_Default_PFC_2,0.3103887725514449
2039,MDTB,SpatialMap,7Networks_LH_Default_PFC_3,0.2193608686813753
2040,MDTB,SpatialMap,7Networks_LH_Default_PFC_4,0.1839185218360114
2041,MDTB,SpatialMap,7Networks_LH_Default_PFC_5,0.16027942433953438
2042,MDTB,SpatialMap,7Networks_LH_Default_PFC_6,0.15942472076565412
2043,MDTB,SpatialMap,7Networks_LH_Default_PFC_7,0.048577141263847545
2044,MDTB,SpatialMap,7Networks_LH_Default_Par_1,0.13268429653885339
2045,MDTB,SpatialMap,7Networks_LH_Default_Par_2,0.11756421585628257
2046,MDTB,SpatialMap,7Networks_LH_Default_Temp_1,0.161690031503013
2047,MDTB,SpatialMap,7Networks_LH_Default_Temp_2,0.11664054302546813
2048,MDTB,SpatialMap,7Networks_LH_Default_pCunPCC_1,0.4587845402586924
2049,MDTB,SpatialMap,7Networks_LH_Default_pCunPCC_2,0.24238033516934104
2050,MDTB,SpatialMap,7Networks_LH_DorsAttn_FEF_1,0.030797134204363467
2051,MDTB,SpatialMap,7Networks_LH_DorsAttn_Post_1,0.12457907111537699
2052,MDTB,SpatialMap,7Networks_LH_DorsAttn_Post_2,0.08334703251473764
2053,MDTB,SpatialMap,7Networks_LH_DorsAttn_Post_3,0.21844127446465325
2054,MDTB,SpatialMap,7Networks_LH_DorsAttn_Post_4,0.03751738397367349
2055,MDTB,SpatialMap,7Networks_LH_DorsAttn_Post_5,0.20540115417105756
2056,MDTB,SpatialMap,7Networks_LH_DorsAttn_Post_6,0.1053936061889066
2057,MDTB,SpatialMap,7Networks_LH_DorsAttn_PrCv_1,0.24805414319805288
2058,MDTB,SpatialMap,7Networks_LH_Limbic_OFC_1,0.16590046619532003
2059,MDTB,SpatialMap,7Networks_LH_Limbic_TempPole_1,0.09162724519292498
2060,MDTB,SpatialMap,7Networks_LH_Limbic_TempPole_2,0.06417667594276857
2061,MDTB,SpatialMap,7Networks_LH_SalVentAttn_FrOperIns_1,0.1348824759959943
2062,MDTB,SpatialMap,7Networks_LH_SalVentAttn_FrOperIns_2,0.13931503732012032
2063,MDTB,SpatialMap,7Networks_LH_SalVentAttn_Med_1,0.2825965240916395
2064,MDTB,SpatialMap,7Networks_LH_SalVentAttn_Med_2,0.22539704165507507
2065,MDTB,SpatialMap,7Networks_LH_SalVentAttn_Med_3,0.1605012775772209
2066,MDTB,SpatialMap,7Networks_LH_SalVentAttn_PFCl_1,0.1574405881794203
2067,MDTB,SpatialMap,7Networks_LH_SalVentAttn_ParOper_1,0.12177324163905165
2068,MDTB,SpatialMap,7Networks_LH_SomMot_1,0.07198462464512521
2069,MDTB,SpatialMap,7Networks_LH_SomMot_2,0.08444741839470395
2070,MDTB,SpatialMap,7Networks_LH_SomMot_3,0.12413839466440765
2071,MDTB,SpatialMap,7Networks_LH_SomMot_4,0.14723557477757487
2072,MDTB,SpatialMap,7Networks_LH_SomMot_5,0.13608857412597944
2073,MDTB,SpatialMap,7Networks_LH_SomMot_6,0.15924548733374533
2074,MDTB,SpatialMap,7Networks_LH_Vis_1,0.2588397346557155
2075,MDTB,SpatialMap,7Networks_LH_Vis_2,0.3378827923354599
2076,MDTB,SpatialMap,7Networks_LH_Vis_3,0.35278730170554173
2077,MDTB,SpatialMap,7Networks_LH_Vis_4,0.2334679196155108
2078,MDTB,SpatialMap,7Networks_LH_Vis_5,0.246124100365547
2079,MDTB,SpatialMap,7Networks_LH_Vis_6,0.41264640918262624
2080,MDTB,SpatialMap,7Networks_LH_Vis_7,0.1808615822700952
2081,MDTB,SpatialMap,7Networks_LH_Vis_8,0.4206200060502575
2082,MDTB,SpatialMap,7Networks_LH_Vis_9,0.44813231919632496
2083,MDTB,SpatialMap,7Networks_RH_Cont_Cing_1,0.00676479365596061
2084,MDTB,SpatialMap,7Networks_RH_Cont_PFCl_1,0.2728370649355978
2085,MDTB,SpatialMap,7Networks_RH_Cont_PFCl_2,0.2717207779037159
2086,MDTB,SpatialMap,7Networks_RH_Cont_PFCl_3,0.21605700972410694
2087,MDTB,SpatialMap,7Networks_RH_Cont_PFCl_4,0.2740407402275644
2088,MDTB,SpatialMap,7Networks_RH_Cont_PFCmp_1,0.2615723356429957
2089,MDTB,SpatialMap,7Networks_RH_Cont_Par_1,0.21276707874460368
2090,MDTB,SpatialMap,7Networks_RH_Cont_Par_2,0.20371142889004956
2091,MDTB,SpatialMap,7Networks_RH_Cont_pCun_1,0.3156353526953666
2092,MDTB,SpatialMap,7Networks_RH_Default_PFCdPFCm_1,0.2237847610353431
2093,MDTB,SpatialMap,7Networks_RH_Default_PFCdPFCm_2,0.19853935123162256
2094,MDTB,SpatialMap,7Networks_RH_Default_PFCdPFCm_3,0.14809383069166962
2095,MDTB,SpatialMap,7Networks_RH_Default_PFCv_1,0.2266630841594393
2096,MDTB,SpatialMap,7Networks_RH_Default_PFCv_2,0.27639526454072094
2097,MDTB,SpatialMap,7Networks_RH_Default_Par_1,0.1603250150516728
2098,MDTB,SpatialMap,7Networks_RH_Default_Temp_1,0.1907404586248873
2099,MDTB,SpatialMap,7Networks_RH_Default_Temp_2,0.14872887833512102
2100,MDTB,SpatialMap,7Networks_RH_Default_Temp_3,0.20664051913477566
2101,MDTB,SpatialMap,7Networks_RH_Default_pCunPCC_1,0.41350065402422154
2102,MDTB,SpatialMap,7Networks_RH_Default_pCunPCC_2,0.22419034863713141
2103,MDTB,SpatialMap,7Networks_RH_DorsAttn_FEF_1,0.13578771616545054
2104,MDTB,SpatialMap,7Networks_RH_DorsAttn_Post_1,0.15537034358161306
2105,MDTB,SpatialMap,7Networks_RH_DorsAttn_Post_2,0.03474889723845836
2106,MDTB,SpatialMap,7Networks_RH_DorsAttn_Post_3,0.12069092986346876
2107,MDTB,SpatialMap,7Networks_RH_DorsAttn_Post_4,0.2026089883198073
2108,MDTB,SpatialMap,7Networks_RH_DorsAttn_Post_5,0.16660319692370704
2109,MDTB,SpatialMap,7Networks_RH_DorsAttn_PrCv_1,0.24843820574331638
2110,MDTB,SpatialMap,7Networks_RH_Limbic_OFC_1,0.18898415234223792
2111,MDTB,SpatialMap,7Networks_RH_Limbic_TempPole_1,0.10937768035594503
2112,MDTB,SpatialMap,7Networks_RH_SalVentAttn_FrOperIns_1,0.1626210610064451
2113,MDTB,SpatialMap,7Networks_RH_SalVentAttn_Med_1,0.16224341371816062
2114,MDTB,SpatialMap,7Networks_RH_SalVentAttn_Med_2,0.14604878500789928
2115,MDTB,SpatialMap,7Networks_RH_SalVentAttn_TempOccPar_1,0.20853733780792022
2116,MDTB,SpatialMap,7Networks_RH_SalVentAttn_TempOccPar_2,0.1262753184939976
2117,MDTB,SpatialMap,7Networks_RH_SomMot_1,0.04946402502901677
2118,MDTB,SpatialMap,7Networks_RH_SomMot_2,0.053850807956925685
2119,MDTB,SpatialMap,7Networks_RH_SomMot_3,0.1143253469160959
2120,MDTB,SpatialMap,7Networks_RH_SomMot_4,0.07813658456676967
2121,MDTB,SpatialMap,7Networks_RH_SomMot_5,0.09125187189099455
2122,MDTB,SpatialMap,7Networks_RH_SomMot_6,-0.017653893534558852
2123,MDTB,SpatialMap,7Networks_RH_SomMot_7,0.046548729493244324
2124,MDTB,SpatialMap,7Networks_RH_SomMot_8,0.07709850236844284
2125,MDTB,SpatialMap,7Networks_RH_Vis_1,0.23177887664442776
2126,MDTB,SpatialMap,7Networks_RH_Vis_2,0.3134789636442744
2127,MDTB,SpatialMap,7Networks_RH_Vis_3,0.08385849008113651
2128,MDTB,SpatialMap,7Networks_RH_Vis_4,0.35413051682042423
2129,MDTB,SpatialMap,7Networks_RH_Vis_5,0.3198201803884154
2130,MDTB,SpatialMap,7Networks_RH_Vis_6,0.4520200654003484
2131,MDTB,SpatialMap,7Networks_RH_Vis_7,0.32117430700931193
2132,MDTB,SpatialMap,7Networks_RH_Vis_8,0.387916265227106
2133,MDTB,SpatialMap,Caudate,0.1899063828758731
2134,MDTB,SpatialMap,Hippocampus,0.18062708694995036
2135,MDTB,SpatialMap,Null Model,0.1525316394066453
2136,MDTB,SpatialMap,Pallidus,0.06984666096240408
2137,MDTB,SpatialMap,Putamen,0.12188631896004744
2138,MDTB,SpatialMap,Thalamus,0.2894479308739608
2139,MDTB,SpatialMap,Uniformed Evoked Model,0.15517190912125164
2140,MDTB,Stroop,7Networks_LH_Cont_Cing_1,0.06894826266933995
2141,MDTB,Stroop,7Networks_LH_Cont_PFCl_1,0.1212373848529883
2142,MDTB,Stroop,7Networks_LH_Cont_Par_1,0.09312978972050709
2143,MDTB,Stroop,7Networks_LH_Cont_pCun_1,0.15521442445587288
2144,MDTB,Stroop,7Networks_LH_Default_PFC_1,0.22831996330938745
2145,MDTB,Stroop,7Networks_LH_Default_PFC_2,0.11661307887595747
2146,MDTB,Stroop,7Networks_LH_Default_PFC_3,-0.011138608410456028
2147,MDTB,Stroop,7Networks_LH_Default_PFC_4,0.029774156544662495
2148,MDTB,Stroop,7Networks_LH_Default_PFC_5,0.021070982798275344
2149,MDTB,Stroop,7Networks_LH_Default_PFC_6,0.03645908470019704
2150,MDTB,Stroop,7Networks_LH_Default_PFC_7,0.010310076287742206
2151,MDTB,Stroop,7Networks_LH_Default_Par_1,0.12320771088283007
2152,MDTB,Stroop,7Networks_LH_Default_Par_2,0.09179115635417859
2153,MDTB,Stroop,7Networks_LH_Default_Temp_1,0.021221826518146185
2154,MDTB,Stroop,7Networks_LH_Default_Temp_2,0.06497748495701688
2155,MDTB,Stroop,7Networks_LH_Default_pCunPCC_1,0.00947018202379317
2156,MDTB,Stroop,7Networks_LH_Default_pCunPCC_2,0.012211565355357137
2157,MDTB,Stroop,7Networks_LH_DorsAttn_FEF_1,0.14621732235068663
2158,MDTB,Stroop,7Networks_LH_DorsAttn_Post_1,0.30732724301087433
2159,MDTB,Stroop,7Networks_LH_DorsAttn_Post_2,0.0936343359155549
2160,MDTB,Stroop,7Networks_LH_DorsAttn_Post_3,0.17242232868248358
2161,MDTB,Stroop,7Networks_LH_DorsAttn_Post_4,0.09647817749299371
2162,MDTB,Stroop,7Networks_LH_DorsAttn_Post_5,0.15681500795173497
2163,MDTB,Stroop,7Networks_LH_DorsAttn_Post_6,0.10031507057874708
2164,MDTB,Stroop,7Networks_LH_DorsAttn_PrCv_1,0.14088720939233723
2165,MDTB,Stroop,7Networks_LH_Limbic_OFC_1,-0.014321238896752455
2166,MDTB,Stroop,7Networks_LH_Limbic_TempPole_1,0.02827443413284432
2167,MDTB,Stroop,7Networks_LH_Limbic_TempPole_2,0.045631659608439915
2168,MDTB,Stroop,7Networks_LH_SalVentAttn_FrOperIns_1,0.06605734405954274
2169,MDTB,Stroop,7Networks_LH_SalVentAttn_FrOperIns_2,0.27168886716635277
2170,MDTB,Stroop,7Networks_LH_SalVentAttn_Med_1,0.20166770423646577
2171,MDTB,Stroop,7Networks_LH_SalVentAttn_Med_2,0.10159494084193484
2172,MDTB,Stroop,7Networks_LH_SalVentAttn_Med_3,0.21800324760219963
2173,MDTB,Stroop,7Networks_LH_SalVentAttn_PFCl_1,0.09283890542819184
2174,MDTB,Stroop,7Networks_LH_SalVentAttn_ParOper_1,0.13303842054224876
2175,MDTB,Stroop,7Networks_LH_SomMot_1,0.0536691947661352
2176,MDTB,Stroop,7Networks_LH_SomMot_2,0.031998221048617166
2177,MDTB,Stroop,7Networks_LH_SomMot_3,0.08903708676100844
2178,MDTB,Stroop,7Networks_LH_SomMot_4,0.013977605094506577
2179,MDTB,Stroop,7Networks_LH_SomMot_5,-0.015722667361292183
2180,MDTB,Stroop,7Networks_LH_SomMot_6,0.06934021553567993
2181,MDTB,Stroop,7Networks_LH_Vis_1,0.042721566652376995
2182,MDTB,Stroop,7Networks_LH_Vis_2,0.4295184070698551
2183,MDTB,Stroop,7Networks_LH_Vis_3,0.3928858970907829
2184,MDTB,Stroop,7Networks_LH_Vis_4,0.45506924810306804
2185,MDTB,Stroop,7Networks_LH_Vis_5,0.4471301844090168
2186,MDTB,Stroop,7Networks_LH_Vis_6,0.3337488635308596
2187,MDTB,Stroop,7Networks_LH_Vis_7,0.22915149887048436
2188,MDTB,Stroop,7Networks_LH_Vis_8,0.46011217748646177
2189,MDTB,Stroop,7Networks_LH_Vis_9,0.39894454868212825
2190,MDTB,Stroop,7Networks_RH_Cont_Cing_1,0.1139595234716147
2191,MDTB,Stroop,7Networks_RH_Cont_PFCl_1,0.07475996212654146
