,Dataset,Task,Region,Predicted vs. Observed Evoked Responses
955,MDTB,Language,7Networks_RH_Vis_8,0.3839499343960578
956,MDTB,Language,Caudate,0.23751152716065183
957,MDTB,Language,Hippocampus,0.050977944407338396
958,MDTB,Language,Null Model,0.06248179240155604
959,MDTB,Language,Pallidus,0.04225341134935841
960,MDTB,Language,Putamen,0.04330556653943868
961,MDTB,Language,Thalamus,0.2550708810905064
962,MDTB,Language,Uniformed Evoked Model,0.001418803985215888
963,MDTB,Math,7Networks_LH_Cont_Cing_1,0.3067745733324482
964,MDTB,Math,7Networks_LH_Cont_PFCl_1,0.20600933083091946
965,MDTB,Math,7Networks_LH_Cont_Par_1,0.045616090771066424
966,MDTB,Math,7Networks_LH_Cont_pCun_1,0.26027619443276
967,MDTB,Math,7Networks_LH_Default_PFC_1,0.2615585112219624
968,MDTB,Math,7Networks_LH_Default_PFC_2,0.21549825292675168
969,MDTB,Math,7Networks_LH_Default_PFC_3,0.21057303559198587
970,MDTB,Math,7Networks_LH_Default_PFC_4,0.2526954461845686
971,MDTB,Math,7Networks_LH_Default_PFC_5,0.12185327125473275
972,MDTB,Math,7Networks_LH_Default_PFC_6,0.09807330288671968
973,MDTB,Math,7Networks_LH_Default_PFC_7,0.059122106043336994
974,MDTB,Math,7Networks_LH_Default_Par_1,0.21637450809100547
975,MDTB,Math,7Networks_LH_Default_Par_2,0.20714084689757523
976,MDTB,Math,7Networks_LH_Default_Temp_1,0.13176449247620042
977,MDTB,Math,7Networks_LH_Default_Temp_2,0.13036206163840824
978,MDTB,Math,7Networks_LH_Default_pCunPCC_1,0.043329612029618374
979,MDTB,Math,7Networks_LH_Default_pCunPCC_2,0.11513783923347971
980,MDTB,Math,7Networks_LH_DorsAttn_FEF_1,0.12898520758019258
981,MDTB,Math,7Networks_LH_DorsAttn_Post_1,0.41293300018720125
982,MDTB,Math,7Networks_LH_DorsAttn_Post_2,0.23413084128874248
983,MDTB,Math,7Networks_LH_DorsAttn_Post_3,0.2866101888686658
984,MDTB,Math,7Networks_LH_DorsAttn_Post_4,0.17205356924421047
985,MDTB,Math,7Networks_LH_DorsAttn_Post_5,0.13135066078201968
986,MDTB,Math,7Networks_LH_DorsAttn_Post_6,0.24355983603508582
987,MDTB,Math,7Networks_LH_DorsAttn_PrCv_1,0.10032117263287917
988,MDTB,Math,7Networks_LH_Limbic_OFC_1,0.15887643380486877
989,MDTB,Math,7Networks_LH_Limbic_TempPole_1,0.17507862602013938
990,MDTB,Math,7Networks_LH_Limbic_TempPole_2,0.04473637946166643
991,MDTB,Math,7Networks_LH_SalVentAttn_FrOperIns_1,0.3891199250565665
992,MDTB,Math,7Networks_LH_SalVentAttn_FrOperIns_2,0.3695780577101833
993,MDTB,Math,7Networks_LH_SalVentAttn_Med_1,0.35350002141818654
994,MDTB,Math,7Networks_LH_SalVentAttn_Med_2,0.3014543692499342
995,MDTB,Math,7Networks_LH_SalVentAttn_Med_3,0.19233402168758765
996,MDTB,Math,7Networks_LH_SalVentAttn_PFCl_1,0.2760452267913496
997,MDTB,Math,7Networks_LH_SalVentAttn_ParOper_1,0.32733203737233535
998,MDTB,Math,7Networks_LH_SomMot_1,0.4000531277980738
999,MDTB,Math,7Networks_LH_SomMot_2,0.3775808181472915
1000,MDTB,Math,7Networks_LH_SomMot_3,0.3885770254320121
1001,MDTB,Math,7Networks_LH_SomMot_4,0.2657570691664249
1002,MDTB,Math,7Networks_LH_SomMot_5,0.27849369889090214
1003,MDTB,Math,7Networks_LH_SomMot_6,0.371746139842327
1004,MDTB,Math,7Networks_LH_Vis_1,0.17035463656237773
1005,MDTB,Math,7Networks_LH_Vis_2,0.3509141060588766
1006,MDTB,Math,7Networks_LH_Vis_3,0.3940824567321951
1007,MDTB,Math,7Networks_LH_Vis_4,0.3840567855284551
1008,MDTB,Math,7Networks_LH_Vis_5,0.3015732254537377
1009,MDTB,Math,7Networks_LH_Vis_6,0.17893758384406006
1010,MDTB,Math,7Networks_LH_Vis_7,0.3027143163774519
1011,MDTB,Math,7Networks_LH_Vis_8,0.3503214094106055
1012,MDTB,Math,7Networks_LH_Vis_9,0.33818293990442705
1013,MDTB,Math,7Networks_RH_Cont_Cing_1,0.30448941737892316
1014,MDTB,Math,7Networks_RH_Cont_PFCl_1,0.24018735566048963
1015,MDTB,Math,7Networks_RH_Cont_PFCl_2,0.2822401501607401
1016,MDTB,Math,7Networks_RH_Cont_PFCl_3,0.26344723349923616
1017,MDTB,Math,7Networks_RH_Cont_PFCl_4,0.2650116364122639
1018,MDTB,Math,7Networks_RH_Cont_PFCmp_1,0.29042090834712125
1019,MDTB,Math,7Networks_RH_Cont_Par_1,0.19203303690810794
1020,MDTB,Math,7Networks_RH_Cont_Par_2,0.11189382176028737
1021,MDTB,Math,7Networks_RH_Cont_pCun_1,0.28146859696724663
1022,MDTB,Math,7Networks_RH_Default_PFCdPFCm_1,0.2099937379390778
1023,MDTB,Math,7Networks_RH_Default_PFCdPFCm_2,0.20610460926220087
1024,MDTB,Math,7Networks_RH_Default_PFCdPFCm_3,0.15519613039619967
1025,MDTB,Math,7Networks_RH_Default_PFCv_1,0.25510722994490576
1026,MDTB,Math,7Networks_RH_Default_PFCv_2,0.313093954910664
1027,MDTB,Math,7Networks_RH_Default_Par_1,0.2451119844624215
1028,MDTB,Math,7Networks_RH_Default_Temp_1,0.1473746561870568
1029,MDTB,Math,7Networks_RH_Default_Temp_2,0.23589594888762555
1030,MDTB,Math,7Networks_RH_Default_Temp_3,0.25571645606170085
1031,MDTB,Math,7Networks_RH_Default_pCunPCC_1,0.03794183891584272
1032,MDTB,Math,7Networks_RH_Default_pCunPCC_2,0.10540168263298859
1033,MDTB,Math,7Networks_RH_DorsAttn_FEF_1,0.22920817756650438
1034,MDTB,Math,7Networks_RH_DorsAttn_Post_1,0.3033614420143281
1035,MDTB,Math,7Networks_RH_DorsAttn_Post_2,0.20687497573297514
1036,MDTB,Math,7Networks_RH_DorsAttn_Post_3,0.10894255220374607
1037,MDTB,Math,7Networks_RH_DorsAttn_Post_4,0.33070002238429475
1038,MDTB,Math,7Networks_RH_DorsAttn_Post_5,0.2895166650549926
1039,MDTB,Math,7Networks_RH_DorsAttn_PrCv_1,0.37594478385709085
1040,MDTB,Math,7Networks_RH_Limbic_OFC_1,0.22434594407044764
1041,MDTB,Math,7Networks_RH_Limbic_TempPole_1,0.16196130242688814
1042,MDTB,Math,7Networks_RH_SalVentAttn_FrOperIns_1,0.4142838792199028
1043,MDTB,Math,7Networks_RH_SalVentAttn_Med_1,0.3387168328046226
1044,MDTB,Math,7Networks_RH_SalVentAttn_Med_2,0.3526663016435813
1045,MDTB,Math,7Networks_RH_SalVentAttn_TempOccPar_1,0.17511670457994344
1046,MDTB,Math,7Networks_RH_SalVentAttn_TempOccPar_2,0.3565730068687796
1047,MDTB,Math,7Networks_RH_SomMot_1,0.43080968818773746
1048,MDTB,Math,7Networks_RH_SomMot_2,0.3834368951141392
1049,MDTB,Math,7Networks_RH_SomMot_3,0.3882357726077886
1050,MDTB,Math,7Networks_RH_SomMot_4,0.27523903961424706
1051,MDTB,Math,7Networks_RH_SomMot_5,0.3192589786725232
1052,MDTB,Math,7Networks_RH_SomMot_6,0.25153451951313444
1053,MDTB,Math,7Networks_RH_SomMot_7,0.2781193534936655
1054,MDTB,Math,7Networks_RH_SomMot_8,0.3579229189656603
1055,MDTB,Math,7Networks_RH_Vis_1,0.33954123978018125
1056,MDTB,Math,7Networks_RH_Vis_2,0.36878572789571196
1057,MDTB,Math,7Networks_RH_Vis_3,0.4085012221629613
1058,MDTB,Math,7Networks_RH_Vis_4,0.3883213200406268
1059,MDTB,Math,7Networks_RH_Vis_5,0.33732178233128246
1060,MDTB,Math,7Networks_RH_Vis_6,0.23054248064727348
1061,MDTB,Math,7Networks_RH_Vis_7,0.3849140894431366
1062,MDTB,Math,7Networks_RH_Vis_8,0.4189002481326198
1063,MDTB,Math,Caudate,0.12974194476053202
1064,MDTB,Math,Hippocampus,0.17105211821870508
1065,MDTB,Math,Null Model,-0.027518257666687897
1066,MDTB,Math,Pallidus,0.2117838320763347
1067,MDTB,Math,Putamen,0.36699840860643757
1068,MDTB,Math,Thalamus,0.5005871772414928
1069,MDTB,Math,Uniformed Evoked Model,-0.14715815403368893
1070,MDTB,MentalRotation,7Networks_LH_Cont_Cing_1,0.34151355733705824
1071,MDTB,MentalRotation,7Networks_LH_Cont_PFCl_1,0.49143185176916293
1072,MDTB,MentalRotation,7Networks_LH_Cont_Par_1,0.19950125300643295
1073,MDTB,MentalRotation,7Networks_LH_Cont_pCun_1,0.4896981752158076
1074,MDTB,MentalRotation,7Networks_LH_Default_PFC_1,0.48146570507012154
1075,MDTB,MentalRotation,7Networks_LH_Default_PFC_2,0.5483260541105212
1076,MDTB,MentalRotation,7Networks_LH_Default_PFC_3,0.2613449418839534
1077,MDTB,MentalRotation,7Networks_LH_Default_PFC_4,0.3399509736412233
1078,MDTB,MentalRotation,7Networks_LH_Default_PFC_5,0.2350789006518871
1079,MDTB,MentalRotation,7Networks_LH_Default_PFC_6,0.36083991601817555
1080,MDTB,MentalRotation,7Networks_LH_Default_PFC_7,0.3302866119446906
1081,MDTB,MentalRotation,7Networks_LH_Default_Par_1,0.27748997193757685
1082,MDTB,MentalRotation,7Networks_LH_Default_Par_2,0.339772372462146
1083,MDTB,MentalRotation,7Networks_LH_Default_Temp_1,0.20957558215118066
1084,MDTB,MentalRotation,7Networks_LH_Default_Temp_2,0.21903175455043605
1085,MDTB,MentalRotation,7Networks_LH_Default_pCunPCC_1,0.38308079092449804
1086,MDTB,MentalRotation,7Networks_LH_Default_pCunPCC_2,0.28388477029345616
1087,MDTB,MentalRotation,7Networks_LH_DorsAttn_FEF_1,0.3690548710881872
1088,MDTB,MentalRotation,7Networks_LH_DorsAttn_Post_1,0.22122411391336452
1089,MDTB,MentalRotation,7Networks_LH_DorsAttn_Post_2,0.05534109474500589
1090,MDTB,MentalRotation,7Networks_LH_DorsAttn_Post_3,0.19504531251469584
1091,MDTB,MentalRotation,7Networks_LH_DorsAttn_Post_4,0.02635044478946463
1092,MDTB,MentalRotation,7Networks_LH_DorsAttn_Post_5,0.31839575625575595
1093,MDTB,MentalRotation,7Networks_LH_DorsAttn_Post_6,0.09896660938251549
1094,MDTB,MentalRotation,7Networks_LH_DorsAttn_PrCv_1,0.46864058574041156
1095,MDTB,MentalRotation,7Networks_LH_Limbic_OFC_1,0.18276918060666517
1096,MDTB,MentalRotation,7Networks_LH_Limbic_TempPole_1,0.17468195256179472
1097,MDTB,MentalRotation,7Networks_LH_Limbic_TempPole_2,0.2745630071220735
1098,MDTB,MentalRotation,7Networks_LH_SalVentAttn_FrOperIns_1,0.2634626275128754
1099,MDTB,MentalRotation,7Networks_LH_SalVentAttn_FrOperIns_2,0.36109519386469047
1100,MDTB,MentalRotation,7Networks_LH_SalVentAttn_Med_1,0.47521187760551764
1101,MDTB,MentalRotation,7Networks_LH_SalVentAttn_Med_2,0.237245073171495
1102,MDTB,MentalRotation,7Networks_LH_SalVentAttn_Med_3,0.43758733388239707
1103,MDTB,MentalRotation,7Networks_LH_SalVentAttn_PFCl_1,0.3449526340880345
1104,MDTB,MentalRotation,7Networks_LH_SalVentAttn_ParOper_1,0.3157263016316172
1105,MDTB,MentalRotation,7Networks_LH_SomMot_1,0.1954296939439962
1106,MDTB,MentalRotation,7Networks_LH_SomMot_2,0.07171730206454408
1107,MDTB,MentalRotation,7Networks_LH_SomMot_3,0.21541723081285863
1108,MDTB,MentalRotation,7Networks_LH_SomMot_4,0.2249996853841164
1109,MDTB,MentalRotation,7Networks_LH_SomMot_5,0.13740898638362242
1110,MDTB,MentalRotation,7Networks_LH_SomMot_6,0.17504955493996668
1111,MDTB,MentalRotation,7Networks_LH_Vis_1,0.09671847429271835
1112,MDTB,MentalRotation,7Networks_LH_Vis_2,0.3362180480511083
1113,MDTB,MentalRotation,7Networks_LH_Vis_3,0.4268353397035563
1114,MDTB,MentalRotation,7Networks_LH_Vis_4,0.13481754650158406
1115,MDTB,MentalRotation,7Networks_LH_Vis_5,0.35307345762888653
1116,MDTB,MentalRotation,7Networks_LH_Vis_6,0.4148936834954891
1117,MDTB,MentalRotation,7Networks_LH_Vis_7,0.14967936131792192
1118,MDTB,MentalRotation,7Networks_LH_Vis_8,0.37607549108619814
1119,MDTB,MentalRotation,7Networks_LH_Vis_9,0.46074316221685974
1120,MDTB,MentalRotation,7Networks_RH_Cont_Cing_1,0.3280121765900578
1121,MDTB,MentalRotation,7Networks_RH_Cont_PFCl_1,0.17769848024451249
1122,MDTB,MentalRotation,7Networks_RH_Cont_PFCl_2,0.08169459550632965
1123,MDTB,MentalRotation,7Networks_RH_Cont_PFCl_3,0.21124040444236913
1124,MDTB,MentalRotation,7Networks_RH_Cont_PFCl_4,0.031572720607256057
1125,MDTB,MentalRotation,7Networks_RH_Cont_PFCmp_1,0.26642901407463765
1126,MDTB,MentalRotation,7Networks_RH_Cont_Par_1,0.08349821535301064
1127,MDTB,MentalRotation,7Networks_RH_Cont_Par_2,0.07641275169694364
1128,MDTB,MentalRotation,7Networks_RH_Cont_pCun_1,0.42111668369424876
1129,MDTB,MentalRotation,7Networks_RH_Default_PFCdPFCm_1,0.25016969285371066
1130,MDTB,MentalRotation,7Networks_RH_Default_PFCdPFCm_2,0.14380131910014043
1131,MDTB,MentalRotation,7Networks_RH_Default_PFCdPFCm_3,0.04905158258176372
1132,MDTB,MentalRotation,7Networks_RH_Default_PFCv_1,0.321838349218576
1133,MDTB,MentalRotation,7Networks_RH_Default_PFCv_2,0.33409898310156033
1134,MDTB,MentalRotation,7Networks_RH_Default_Par_1,0.06752316412335005
1135,MDTB,MentalRotation,7Networks_RH_Default_Temp_1,0.14214982532892484
1136,MDTB,MentalRotation,7Networks_RH_Default_Temp_2,0.16684418179280674
1137,MDTB,MentalRotation,7Networks_RH_Default_Temp_3,0.25278604589801573
1138,MDTB,MentalRotation,7Networks_RH_Default_pCunPCC_1,0.4601072707273155
1139,MDTB,MentalRotation,7Networks_RH_Default_pCunPCC_2,0.3740519510535235
1140,MDTB,MentalRotation,7Networks_RH_DorsAttn_FEF_1,-0.08095333566205706
1141,MDTB,MentalRotation,7Networks_RH_DorsAttn_Post_1,0.10875785336945928
1142,MDTB,MentalRotation,7Networks_RH_DorsAttn_Post_2,-0.037254753499071334
1143,MDTB,MentalRotation,7Networks_RH_DorsAttn_Post_3,-0.12333227477565455
1144,MDTB,MentalRotation,7Networks_RH_DorsAttn_Post_4,0.060858204479512915
1145,MDTB,MentalRotation,7Networks_RH_DorsAttn_Post_5,0.17915253036890166
1146,MDTB,MentalRotation,7Networks_RH_DorsAttn_PrCv_1,0.0722894878154121
1147,MDTB,MentalRotation,7Networks_RH_Limbic_OFC_1,0.233083352189141
1148,MDTB,MentalRotation,7Networks_RH_Limbic_TempPole_1,0.17141730079224626
1149,MDTB,MentalRotation,7Networks_RH_SalVentAttn_FrOperIns_1,0.24775942321898198
1150,MDTB,MentalRotation,7Networks_RH_SalVentAttn_Med_1,0.2517501431808028
1151,MDTB,MentalRotation,7Networks_RH_SalVentAttn_Med_2,0.32893541146633887
1152,MDTB,MentalRotation,7Networks_RH_SalVentAttn_TempOccPar_1,0.2452637132233686
1153,MDTB,MentalRotation,7Networks_RH_SalVentAttn_TempOccPar_2,0.19359393400886016
1154,MDTB,MentalRotation,7Networks_RH_SomMot_1,0.15712276865107466
1155,MDTB,MentalRotation,7Networks_RH_SomMot_2,0.046866808047378604
1156,MDTB,MentalRotation,7Networks_RH_SomMot_3,0.15009433095546956
1157,MDTB,MentalRotation,7Networks_RH_SomMot_4,0.14807690766185008
1158,MDTB,MentalRotation,7Networks_RH_SomMot_5,0.16982365157315607
1159,MDTB,MentalRotation,7Networks_RH_SomMot_6,0.07192905613207666
1160,MDTB,MentalRotation,7Networks_RH_SomMot_7,0.05024525866398836
1161,MDTB,MentalRotation,7Networks_RH_SomMot_8,0.16863664133219367
1162,MDTB,MentalRotation,7Networks_RH_Vis_1,0.1607250496461213
1163,MDTB,MentalRotation,7Networks_RH_Vis_2,0.36602176309565476
1164,MDTB,MentalRotation,7Networks_RH_Vis_3,0.028714711144340363
1165,MDTB,MentalRotation,7Networks_RH_Vis_4,0.3440206903464647
1166,MDTB,MentalRotation,7Networks_RH_Vis_5,0.4045624798620621
1167,MDTB,MentalRotation,7Networks_RH_Vis_6,0.3947721431567223
1168,MDTB,MentalRotation,7Networks_RH_Vis_7,0.2551984545047007
1169,MDTB,MentalRotation,7Networks_RH_Vis_8,0.4558763137853256
1170,MDTB,MentalRotation,Caudate,0.3419702703917967
1171,MDTB,MentalRotation,Hippocampus,0.01951562103426529
1172,MDTB,MentalRotation,Null Model,0.0649485147835103
1173,MDTB,MentalRotation,Pallidus,0.11538920203920314
1174,MDTB,MentalRotation,Putamen,0.25016727081496987
1175,MDTB,MentalRotation,Thalamus,0.40572001354458737
1176,MDTB,MentalRotation,Uniformed Evoked Model,-0.04895590207335182
1177,MDTB,Motor,7Networks_LH_Cont_Cing_1,0.055482945594872955
1178,MDTB,Motor,7Networks_LH_Cont_PFCl_1,0.016763715399305972
1179,MDTB,Motor,7Networks_LH_Cont_Par_1,0.26295838770525054
1180,MDTB,Motor,7Networks_LH_Cont_pCun_1,0.18323701875889992
1181,MDTB,Motor,7Networks_LH_Default_PFC_1,0.024398314090023594
1182,MDTB,Motor,7Networks_LH_Default_PFC_2,-0.02497678234809388
1183,MDTB,Motor,7Networks_LH_Default_PFC_3,0.09868770358695371
1184,MDTB,Motor,7Networks_LH_Default_PFC_4,0.07690804682297275
1185,MDTB,Motor,7Networks_LH_Default_PFC_5,0.06914153586914737
1186,MDTB,Motor,7Networks_LH_Default_PFC_6,0.045643020869526485
1187,MDTB,Motor,7Networks_LH_Default_PFC_7,0.07832366075537531
1188,MDTB,Motor,7Networks_LH_Default_Par_1,0.05815287367500656
1189,MDTB,Motor,7Networks_LH_Default_Par_2,0.11380357804455225
1190,MDTB,Motor,7Networks_LH_Default_Temp_1,0.014840333108167524
1191,MDTB,Motor,7Networks_LH_Default_Temp_2,0.011923998495787267
1192,MDTB,Motor,7Networks_LH_Default_pCunPCC_1,0.1370092212764884
1193,MDTB,Motor,7Networks_LH_Default_pCunPCC_2,0.1293366850165064
1194,MDTB,Motor,7Networks_LH_DorsAttn_FEF_1,0.21940339521867988
1195,MDTB,Motor,7Networks_LH_DorsAttn_Post_1,0.08264230918251601
1196,MDTB,Motor,7Networks_LH_DorsAttn_Post_2,0.40279310474463115
1197,MDTB,Motor,7Networks_LH_DorsAttn_Post_3,0.23450358965970702
1198,MDTB,Motor,7Networks_LH_DorsAttn_Post_4,0.4084399774971218
1199,MDTB,Motor,7Networks_LH_DorsAttn_Post_5,0.23031857186016744
1200,MDTB,Motor,7Networks_LH_DorsAttn_Post_6,0.31953591625029526
1201,MDTB,Motor,7Networks_LH_DorsAttn_PrCv_1,0.17998135244733923
1202,MDTB,Motor,7Networks_LH_Limbic_OFC_1,0.07541820620797247
1203,MDTB,Motor,7Networks_LH_Limbic_TempPole_1,0.020909458329035686
1204,MDTB,Motor,7Networks_LH_Limbic_TempPole_2,0.06285464096662667
1205,MDTB,Motor,7Networks_LH_SalVentAttn_FrOperIns_1,0.2232211806484984
1206,MDTB,Motor,7Networks_LH_SalVentAttn_FrOperIns_2,0.18768747696700416
1207,MDTB,Motor,7Networks_LH_SalVentAttn_Med_1,0.18143416098868712
1208,MDTB,Motor,7Networks_LH_SalVentAttn_Med_2,0.2608223434907086
1209,MDTB,Motor,7Networks_LH_SalVentAttn_Med_3,0.16483873147263978
1210,MDTB,Motor,7Networks_LH_SalVentAttn_PFCl_1,0.1328397033151164
1211,MDTB,Motor,7Networks_LH_SalVentAttn_ParOper_1,0.23383303618381124
1212,MDTB,Motor,7Networks_LH_SomMot_1,0.15148412163611438
1213,MDTB,Motor,7Networks_LH_SomMot_2,0.22691648328574568
1214,MDTB,Motor,7Networks_LH_SomMot_3,0.3427861640285732
1215,MDTB,Motor,7Networks_LH_SomMot_4,0.1911723977176077
1216,MDTB,Motor,7Networks_LH_SomMot_5,0.3614847629992382
1217,MDTB,Motor,7Networks_LH_SomMot_6,0.264045369448173
1218,MDTB,Motor,7Networks_LH_Vis_1,0.11670304637524448
1219,MDTB,Motor,7Networks_LH_Vis_2,0.20433644872219614
1220,MDTB,Motor,7Networks_LH_Vis_3,0.18146070678072426
1221,MDTB,Motor,7Networks_LH_Vis_4,0.163911092719443
1222,MDTB,Motor,7Networks_LH_Vis_5,0.19794143532991204
1223,MDTB,Motor,7Networks_LH_Vis_6,-0.005805007378610522
1224,MDTB,Motor,7Networks_LH_Vis_7,0.05890339635685989
1225,MDTB,Motor,7Networks_LH_Vis_8,0.1333149552028626
1226,MDTB,Motor,7Networks_LH_Vis_9,0.08588461454673418
1227,MDTB,Motor,7Networks_RH_Cont_Cing_1,0.04129148111886328
1228,MDTB,Motor,7Networks_RH_Cont_PFCl_1,0.08384992316014375
1229,MDTB,Motor,7Networks_RH_Cont_PFCl_2,0.020347669914740123
1230,MDTB,Motor,7Networks_RH_Cont_PFCl_3,0.10445800997767106
1231,MDTB,Motor,7Networks_RH_Cont_PFCl_4,0.055599032171725134
1232,MDTB,Motor,7Networks_RH_Cont_PFCmp_1,0.11784878804957064
1233,MDTB,Motor,7Networks_RH_Cont_Par_1,0.17434548448260148
1234,MDTB,Motor,7Networks_RH_Cont_Par_2,0.09852189664437112
1235,MDTB,Motor,7Networks_RH_Cont_pCun_1,0.2480648428601888
1236,MDTB,Motor,7Networks_RH_Default_PFCdPFCm_1,0.11694787320460633
1237,MDTB,Motor,7Networks_RH_Default_PFCdPFCm_2,0.0685581968125907
1238,MDTB,Motor,7Networks_RH_Default_PFCdPFCm_3,0.09946011761830247
1239,MDTB,Motor,7Networks_RH_Default_PFCv_1,0.04600534310129343
1240,MDTB,Motor,7Networks_RH_Default_PFCv_2,0.025556329646224736
1241,MDTB,Motor,7Networks_RH_Default_Par_1,0.09871483078017022
1242,MDTB,Motor,7Networks_RH_Default_Temp_1,0.05276789591146825
1243,MDTB,Motor,7Networks_RH_Default_Temp_2,0.03200419606139796
1244,MDTB,Motor,7Networks_RH_Default_Temp_3,0.04667350259069717
1245,MDTB,Motor,7Networks_RH_Default_pCunPCC_1,0.21607376651695015
1246,MDTB,Motor,7Networks_RH_Default_pCunPCC_2,0.13048311021550135
1247,MDTB,Motor,7Networks_RH_DorsAttn_FEF_1,0.2082093026595125
1248,MDTB,Motor,7Networks_RH_DorsAttn_Post_1,0.12323113369803504
1249,MDTB,Motor,7Networks_RH_DorsAttn_Post_2,0.3703934465396668
1250,MDTB,Motor,7Networks_RH_DorsAttn_Post_3,0.26965897789885274
1251,MDTB,Motor,7Networks_RH_DorsAttn_Post_4,0.18338283977410288
1252,MDTB,Motor,7Networks_RH_DorsAttn_Post_5,0.25363112323478854
1253,MDTB,Motor,7Networks_RH_DorsAttn_PrCv_1,0.13718709535187926
1254,MDTB,Motor,7Networks_RH_Limbic_OFC_1,0.1006132537194235
1255,MDTB,Motor,7Networks_RH_Limbic_TempPole_1,0.013352456036163887
1256,MDTB,Motor,7Networks_RH_SalVentAttn_FrOperIns_1,0.16179632788456405
1257,MDTB,Motor,7Networks_RH_SalVentAttn_Med_1,0.24014437009483325
1258,MDTB,Motor,7Networks_RH_SalVentAttn_Med_2,0.1927601138371314
1259,MDTB,Motor,7Networks_RH_SalVentAttn_TempOccPar_1,0.07068801247331609
1260,MDTB,Motor,7Networks_RH_SalVentAttn_TempOccPar_2,0.27895981721126606
1261,MDTB,Motor,7Networks_RH_SomMot_1,0.1507729574399214
1262,MDTB,Motor,7Networks_RH_SomMot_2,0.26645915040882123
1263,MDTB,Motor,7Networks_RH_SomMot_3,0.24115765270901884
1264,MDTB,Motor,7Networks_RH_SomMot_4,0.15104182118235462
1265,MDTB,Motor,7Networks_RH_SomMot_5,0.2355984569077204
1266,MDTB,Motor,7Networks_RH_SomMot_6,0.34371985858682225
1267,MDTB,Motor,7Networks_RH_SomMot_7,0.30711445484105787
1268,MDTB,Motor,7Networks_RH_SomMot_8,0.23611369001914384
1269,MDTB,Motor,7Networks_RH_Vis_1,0.09456280767029887
1270,MDTB,Motor,7Networks_RH_Vis_2,0.15248978252568973
1271,MDTB,Motor,7Networks_RH_Vis_3,0.09509817377869717
1272,MDTB,Motor,7Networks_RH_Vis_4,0.24455958195112534
1273,MDTB,Motor,7Networks_RH_Vis_5,0.09436018585240734
1274,MDTB,Motor,7Networks_RH_Vis_6,0.12824048183558312
1275,MDTB,Motor,7Networks_RH_Vis_7,0.03459731748917762
1276,MDTB,Motor,7Networks_RH_Vis_8,0.1018086176615672
1277,MDTB,Motor,Caudate,0.06072897159257028
1278,MDTB,Motor,Hippocampus,0.053091615962164385
1279,MDTB,Motor,Null Model,0.10521056048234932
1280,MDTB,Motor,Pallidus,0.004680222436320492
1281,MDTB,Motor,Putamen,0.19837760535924567
1282,MDTB,Motor,Thalamus,0.3202585540527235
1283,MDTB,Motor,Uniformed Evoked Model,0.08382127488289798
1284,MDTB,MotorImagery,7Networks_LH_Cont_Cing_1,0.3198113287401465
1285,MDTB,MotorImagery,7Networks_LH_Cont_PFCl_1,0.2070719386135418
1286,MDTB,MotorImagery,7Networks_LH_Cont_Par_1,0.3205245836202198
1287,MDTB,MotorImagery,7Networks_LH_Cont_pCun_1,0.2489803155443238
1288,MDTB,MotorImagery,7Networks_LH_Default_PFC_1,0.21879104582209197
1289,MDTB,MotorImagery,7Networks_LH_Default_PFC_2,0.2471517792006921
1290,MDTB,MotorImagery,7Networks_LH_Default_PFC_3,0.14727578036372366
1291,MDTB,MotorImagery,7Networks_LH_Default_PFC_4,0.12942676814723095
1292,MDTB,MotorImagery,7Networks_LH_Default_PFC_5,0.11019994647470184
1293,MDTB,MotorImagery,7Networks_LH_Default_PFC_6,0.11397606956056099
1294,MDTB,MotorImagery,7Networks_LH_Default_PFC_7,0.15526436500829716
1295,MDTB,MotorImagery,7Networks_LH_Default_Par_1,0.31482473160327695
1296,MDTB,MotorImagery,7Networks_LH_Default_Par_2,0.3160384820708093
1297,MDTB,MotorImagery,7Networks_LH_Default_Temp_1,0.2616787154656739
1298,MDTB,MotorImagery,7Networks_LH_Default_Temp_2,0.134909969110424
1299,MDTB,MotorImagery,7Networks_LH_Default_pCunPCC_1,0.3072228073816228
1300,MDTB,MotorImagery,7Networks_LH_Default_pCunPCC_2,0.16846553466293407
1301,MDTB,MotorImagery,7Networks_LH_DorsAttn_FEF_1,0.23772336191129811
1302,MDTB,MotorImagery,7Networks_LH_DorsAttn_Post_1,0.41475829797810393
1303,MDTB,MotorImagery,7Networks_LH_DorsAttn_Post_2,0.20414276068709067
1304,MDTB,MotorImagery,7Networks_LH_DorsAttn_Post_3,0.42160962098949367
1305,MDTB,MotorImagery,7Networks_LH_DorsAttn_Post_4,0.17687835982611083
1306,MDTB,MotorImagery,7Networks_LH_DorsAttn_Post_5,0.24108534037858687
1307,MDTB,MotorImagery,7Networks_LH_DorsAttn_Post_6,0.3145771377208601
1308,MDTB,MotorImagery,7Networks_LH_DorsAttn_PrCv_1,0.2692957182691066
1309,MDTB,MotorImagery,7Networks_LH_Limbic_OFC_1,0.153310516041758
1310,MDTB,MotorImagery,7Networks_LH_Limbic_TempPole_1,0.2869281326771298
1311,MDTB,MotorImagery,7Networks_LH_Limbic_TempPole_2,0.18396712161333603
1312,MDTB,MotorImagery,7Networks_LH_SalVentAttn_FrOperIns_1,0.4249299294568987
1313,MDTB,MotorImagery,7Networks_LH_SalVentAttn_FrOperIns_2,0.25337095403989907
